Assays,Source,Gene,Tissue,Cell,Type of body mapping,,,,,,,,,,,,,,
NVS_ADME_rCYP1A2_Activator,NVS,CYP1A2,NA,NA,none,,,,,,,,,,,,,,
NVS_ADME_rCYP2C11,NVS,CYP2C11,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ADME_rCYP2C11_Activator,NVS,CYP2C11,NA,NA,none,,,,,,,,,,,,,,
NVS_ADME_rCYP2C6,NVS,CYP2C6V1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ADME_rCYP2C6_Activator,NVS,CYP2C6V1,NA,NA,none,,,,,,,,,,,,,,
NVS_ADME_rCYP2E1,NVS,CYP2E1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ADME_rCYP2E1_Activator,NVS,CYP2E1,NA,NA,none,,,,,,,,,,,,,,
NVS_ADME_rCYP3A1,NVS,CYP3A23/3A1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ADME_rCYP3A1_Activator,NVS,CYP3A23/3A1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hAbl,NVS,ABL1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hAbl_Activator,NVS,ABL1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hAChE,NVS,ACHE,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hAChE_Activator,NVS,ACHE,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hACP1,NVS,ACP1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hACP1_Activator,NVS,ACP1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hAKT1,NVS,AKT1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hAKT1_Activator,NVS,AKT1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hAKT2,NVS,AKT2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hAKT2_Activator,NVS,AKT2,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hAKT3,NVS,AKT3,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hAKT3_Activator,NVS,AKT3,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hAMPKa1,NVS,PRKAA1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hAMPKa1_Activator,NVS,PRKAA1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hAurA,NVS,AURKA,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hAurA_Activator,NVS,AURKA,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hBACE,NVS,BACE1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hBACE_Activator,NVS,BACE1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hBTK,NVS,BTK,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hBTK_Activator,NVS,BTK,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hCASP1,NVS,CASP1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hCASP1_Activator,NVS,CASP1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hCASP10,NVS,CASP10,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hCASP10_Activator,NVS,CASP10,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hCASP2,NVS,CASP2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hCASP2_Activator,NVS,CASP2,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hCASP3,NVS,CASP3,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hCASP3_Activator,NVS,CASP3,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hCASP4,NVS,CASP4,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hCASP4_Activator,NVS,CASP4,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hCASP5,NVS,CASP5,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hCASP5_Activator,NVS,CASP5,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hCASP8,NVS,CASP8,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hCASP8_Activator,NVS,CASP8,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hCDK2,NVS,CDK2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hCDK2_Activator,NVS,CDK2,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hCDK6,NVS,CDK6,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hCDK6_Activator,NVS,CDK6,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hCHK1,NVS,CHEK1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hCHK1_Activator,NVS,CHEK1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hCK1a,NVS,CSNK1A1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hCK1a_Activator,NVS,CSNK1A1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hCK1D,NVS,CSNK1D,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hCK1D_Activator,NVS,CSNK1D,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hCK2a2b2,NVS,CSNK2A1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hCK2a2b2_Activator,NVS,CSNK2A1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hCSF1R,NVS,CSF1R,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hCSF1R_Activator,NVS,CSF1R,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hDUSP3,NVS,DUSP3,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hDUSP3_Activator,NVS,DUSP3,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hDYRK1a,NVS,DYRK1A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hDYRK1a_Activator,NVS,DYRK1A,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hEGFR,NVS,EGFR,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hEGFR_Activator,NVS,EGFR,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hElastase,NVS,ELANE,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hElastase_Activator,NVS,ELANE,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hEphA1,NVS,EPHA1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hEphA1_Activator,NVS,EPHA1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hEphA2,NVS,EPHA2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hEphA2_Activator,NVS,EPHA2,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hEphB1,NVS,EPHB1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hEphB1_Activator,NVS,EPHB1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hEphB2,NVS,EPHB2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hEphB2_Activator,NVS,EPHB2,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hES,NVS,BCHE,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hES_Activator,NVS,BCHE,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hFGFR1,NVS,FGFR1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hFGFR1_Activator,NVS,FGFR1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hFGFR3,NVS,FGFR3,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hFGFR3_Activator,NVS,FGFR3,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hFyn,NVS,FYN,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hFyn_Activator,NVS,FYN,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hGSK3b,NVS,GSK3B,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hGSK3b_Activator,NVS,GSK3B,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hHDAC3,NVS,HDAC3,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hHDAC3_Activator,NVS,HDAC3,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hHDAC6,NVS,HDAC6,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hHDAC6_Activator,NVS,HDAC6,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hIGF1R,NVS,IGF1R,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hIGF1R_Activator,NVS,IGF1R,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hIKKa,NVS,CHUK,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hIKKa_Activator,NVS,CHUK,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hInsR,NVS,INSR,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hInsR_Activator,NVS,INSR,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hIRAK4,NVS,IRAK4,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hIRAK4_Activator,NVS,IRAK4,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hJak2,NVS,JAK2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hJak2_Activator,NVS,JAK2,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hJNK2,NVS,MAPK9,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hJNK2_Activator,NVS,MAPK9,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hLck,NVS,LCK,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hLck_Activator,NVS,LCK,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hLynA,NVS,LYN,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hLynA_Activator,NVS,LYN,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hLynB,NVS,LYN,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hLynB_Activator,NVS,LYN,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hMAPK1,NVS,MAPK1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hMAPK1_Activator,NVS,MAPK1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hMAPK11,NVS,MAPK11,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hMAPK11_Activator,NVS,MAPK11,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hMAPK3,NVS,MAPK3,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hMAPK3_Activator,NVS,MAPK3,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hMAPKAPK2,NVS,MAPKAPK2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hMAPKAPK2_Activator,NVS,MAPKAPK2,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hMAPKAPK5,NVS,MAPKAPK5,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hMAPKAPK5_Activator,NVS,MAPKAPK5,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hMARK1,NVS,MARK1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hMARK1_Activator,NVS,MARK1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hMet,NVS,MET,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hMet_Activator,NVS,MET,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hMMP1,NVS,MMP1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hMMP1_Activator,NVS,MMP1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hMMP13,NVS,MMP13,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hMMP13_Activator,NVS,MMP13,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hMMP2,NVS,MMP2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hMMP2_Activator,NVS,MMP2,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hMMP3,NVS,MMP3,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hMMP3_Activator,NVS,MMP3,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hMMP7,NVS,MMP7,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hMMP7_Activator,NVS,MMP7,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hMMP9,NVS,MMP9,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hMMP9_Activator,NVS,MMP9,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hMsk1,NVS,RPS6KA5,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hMsk1_Activator,NVS,RPS6KA5,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hNEK2,NVS,NEK2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hNEK2_Activator,NVS,NEK2,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPAK2,NVS,PAK2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPAK2_Activator,NVS,PAK2,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPAK4,NVS,PAK4,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPAK4_Activator,NVS,PAK4,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPDE10,NVS,PDE10A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPDE10_Activator,NVS,PDE10A,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPDE1A1,NVS,PDE1A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPDE1A1_Activator,NVS,PDE1A,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPDE1B1,NVS,PDE1B,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPDE1B1_Activator,NVS,PDE1B,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPDE2A,NVS,PDE2A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPDE2A_Activator,NVS,PDE2A,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPDE3A,NVS,PDE3A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPDE3A_Activator,NVS,PDE3A,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPDE4A1,NVS,PDE4A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPDE4A1_Activator,NVS,PDE4A,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPDE4B1,NVS,PDE4B,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPDE4B1_Activator,NVS,PDE4B,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPDE4C1,NVS,PDE4C,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPDE4C1_Activator,NVS,PDE4C,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPDE4D3,NVS,PDE4D,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPDE4D3_Activator,NVS,PDE4D,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPDE5,NVS,PDE5A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPDE5_Activator,NVS,PDE5A,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPDE7A,NVS,PDE7A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPDE7A_Activator,NVS,PDE7A,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPDE8A1,NVS,PDE8A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPDE8A1_Activator,NVS,PDE8A,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPDE9A2,NVS,PDE9A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPDE9A2_Activator,NVS,PDE9A,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPI3Ka,NVS,PIK3CA,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPI3Ka_Activator,NVS,PIK3CA,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPKA,NVS,PRKACA,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPKA_Activator,NVS,PRKACA,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPKCz,NVS,PRKCZ,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPKCz_Activator,NVS,PRKCZ,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPKD2,NVS,PRKD2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPKD2_Activator,NVS,PRKD2,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPPM1A,NVS,PPM1A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPPM1A_Activator,NVS,PPM1A,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPPP1CA,NVS,PPP1CA,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPPP1CA_Activator,NVS,PPP1CA,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPPP2CA,NVS,PPP2CA,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPPP2CA_Activator,NVS,PPP2CA,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPPP3CA,NVS,PPP3CA,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPTEN,NVS,PTEN,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPTEN_Activator,NVS,PTEN,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPTPN1,NVS,PTPN1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPTPN1_Activator,NVS,PTPN1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPTPN11,NVS,PTPN11,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPTPN11_Activator,NVS,PTPN11,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPTPN12,NVS,PTPN12,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPTPN12_Activator,NVS,PTPN12,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPTPN13,NVS,PTPN13,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPTPN13_Activator,NVS,PTPN13,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPTPN14,NVS,PTPN14,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPTPN14_Activator,NVS,PTPN14,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPTPN2,NVS,PTPN2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPTPN2_Activator,NVS,PTPN2,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPTPN4,NVS,PTPN4,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPTPN4_Activator,NVS,PTPN4,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPTPN6,NVS,PTPN6,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPTPN6_Activator,NVS,PTPN6,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPTPN9,NVS,PTPN9,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPTPN9_Activator,NVS,PTPN9,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPTPRB,NVS,PTPRB,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPTPRB_Activator,NVS,PTPRB,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPTPRC,NVS,PTPRC,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPTPRC_Activator,NVS,PTPRC,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPTPRF,NVS,PTPRF,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPTPRF_Activator,NVS,PTPRF,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hPTPRM,NVS,PTPRM,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hPTPRM_Activator,NVS,PTPRM,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hRAF1,NVS,RAF1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hRAF1_Activator,NVS,RAF1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hROCK1,NVS,ROCK1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hROCK1_Activator,NVS,ROCK1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hSGK1,NVS,SGK1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hSGK1_Activator,NVS,SGK1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hSIRT1,NVS,SIRT1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hSIRT1_Activator,NVS,SIRT1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hSIRT2,NVS,SIRT2,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hSIRT2_Activator,NVS,SIRT2,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hSIRT3,NVS,SIRT3,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hSIRT3_Activator,NVS,SIRT3,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hSRC,NVS,SRC,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hSRC_Activator,NVS,SRC,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hSyk,NVS,SYK,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hSyk_Activator,NVS,SYK,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hTie2,NVS,TEK,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hTie2_Activator,NVS,TEK,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hTrkA,NVS,NTRK1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hTrkA_Activator,NVS,NTRK1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hVEGFR1,NVS,FLT1,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hVEGFR1_Activator,NVS,FLT1,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hVEGFR2,NVS,KDR,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hVEGFR2_Activator,NVS,KDR,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hVEGFR3,NVS,FLT4,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hVEGFR3_Activator,NVS,FLT4,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_hZAP70,NVS,ZAP70,NA,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_hZAP70_Activator,NVS,ZAP70,NA,NA,none,,,,,,,,,,,,,,
NVS_ENZ_oCOX1,NVS,PTGS1,testis,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_oCOX1_Activator,NVS,PTGS1,testis,NA,none,,,,,,,,,,,,,,
NVS_ENZ_oCOX2,NVS,PTGS2,uterus,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_oCOX2_Activator,NVS,PTGS2,uterus,NA,none,,,,,,,,,,,,,,
NVS_ENZ_pMTHFR,NVS,MTHFR,kidney,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_pMTHFR_Activator,NVS,MTHFR,kidney,NA,none,,,,,,,,,,,,,,
NVS_ENZ_rabI2C,NVS,CKB,brain,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_rabI2C_Activator,NVS,CKB,brain,NA,none,,,,,,,,,,,,,,
NVS_ENZ_rACFSKBinding,NVS,ADCY5,brain,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_rACFSKBinding_Activator,NVS,ADCY5,brain,NA,none,,,,,,,,,,,,,,
NVS_ENZ_rAChE,NVS,ACHE,brain,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_rAChE_Activator,NVS,ACHE,brain,NA,none,,,,,,,,,,,,,,
NVS_ENZ_rCNOS,NVS,NOS1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_rCNOS_Activator,NVS,NOS1,brain,NA,none,,,,,,,,,,,,,,
NVS_ENZ_rCOMT,NVS,COMT,brain,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_rCOMT_Activator,NVS,COMT,brain,NA,none,,,,,,,,,,,,,,
NVS_ENZ_rMAOAC,NVS,MAOA,brain,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_rMAOAC_Activator,NVS,MAOA,brain,NA,none,,,,,,,,,,,,,,
NVS_ENZ_rMAOAP,NVS,MAOA,liver,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_rMAOAP_Activator,NVS,MAOA,liver,NA,none,,,,,,,,,,,,,,
NVS_ENZ_rMAOBC,NVS,MAOB,brain,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_rMAOBC_Activator,NVS,MAOB,brain,NA,none,,,,,,,,,,,,,,
NVS_ENZ_rMAOBP,NVS,MAOB,brain,NA,gene target,,,,,,,,,,,,,,
NVS_ENZ_rMAOBP_Activator,NVS,MAOB,brain,NA,none,,,,,,,,,,,,,,
NVS_GPCR_bAdoR_NonSelective,NVS,ADORA1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_bAT2,NVS,AGTR2,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_bDR_NonSelective,NVS,DRD1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_bH1,NVS,HRH1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_bNPY_NonSelective,NVS,NPY,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_g5HT4,NVS,HTR4,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_gANPA,NVS,NPPA,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_gBK2,NVS,BDKRB2,intestinal,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_gH2,NVS,HRH2,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_gLTB4,NVS,LTB4R,spleen,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_gLTD4,NVS,CYSLTR1,lung,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_gMPeripheral_NonSelective,NVS,CHRM3,bladder,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_gOpiateK,NVS,OPRK1,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_h5HT2A,NVS,HTR2A,brain,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_h5HT5A,NVS,HTR5A,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_h5HT6,NVS,HTR6,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_h5HT7,NVS,HTR7,NA,NA,gene target,,,,,,,,,,,,,,
NVS_GPCR_hAdoRA1,NVS,ADORA1,brain,NA,gene target,,,,,,,,,,,,,,
